time_utc,sensor_index,name,dist_mi,bearing,pm25_a,pm25_b,pm25_avg
2025-10-16 04:00:00,220241,MCC08 OUT,11.4,162,3.6,3.9,3.75
2025-10-17 13:00:00,220241,MCC08 OUT,11.4,162,2.2,2.4,2.3
2025-10-17 18:00:00,220241,MCC08 OUT,11.4,162,1.1,1.3,1.2
2025-10-17 08:00:00,220241,MCC08 OUT,11.4,162,1.1,1.2,1.15
2025-10-17 09:00:00,220241,MCC08 OUT,11.4,162,1.5,1.7,1.6
2025-10-17 02:00:00,220241,MCC08 OUT,11.4,162,5.7,6.4,6.05
2025-10-17 23:00:00,220241,MCC08 OUT,11.4,162,1.3,1.5,1.4
2025-10-17 21:00:00,220241,MCC08 OUT,11.4,162,1.3,1.4,1.35
2025-10-17 03:00:00,220241,MCC08 OUT,11.4,162,2.8,3.1,2.95
2025-10-15 06:00:00,220241,MCC08 OUT,11.4,162,0.1,0.1,0.1
2025-10-15 16:00:00,220241,MCC08 OUT,11.4,162,14.4,15.3,14.85
2025-10-15 17:00:00,220241,MCC08 OUT,11.4,162,24.4,25.6,25.0
2025-10-15 11:00:00,220241,MCC08 OUT,11.4,162,5.9,6.3,6.1
2025-10-15 08:00:00,220241,MCC08 OUT,11.4,162,0.7,0.9,0.8
2025-10-15 23:00:00,220241,MCC08 OUT,11.4,162,13.9,14.1,14.0
2025-10-15 21:00:00,220241,MCC08 OUT,11.4,162,12.8,13.3,13.05
2025-10-15 18:00:00,220241,MCC08 OUT,11.4,162,32.8,33.7,33.25
2025-10-15 14:00:00,220241,MCC08 OUT,11.4,162,2.1,2.4,2.25
2025-10-15 19:00:00,220241,MCC08 OUT,11.4,162,35.4,36.1,35.75
2025-10-18 19:00:00,220241,MCC08 OUT,11.4,162,19.4,20.7,20.05
2025-10-18 00:00:00,220241,MCC08 OUT,11.4,162,1.4,1.5,1.45
2025-10-19 09:00:00,220241,MCC08 OUT,11.4,162,3.6,4.1,3.85
2025-10-19 16:00:00,220241,MCC08 OUT,11.4,162,3.6,3.8,3.7
2025-10-19 15:00:00,220241,MCC08 OUT,11.4,162,4.4,4.8,4.6
2025-10-19 06:00:00,220241,MCC08 OUT,11.4,162,7.1,7.5,7.3
2025-10-21 00:00:00,220241,MCC08 OUT,11.4,162,0.6,0.7,0.65
2025-10-21 06:00:00,220241,MCC08 OUT,11.4,162,2.3,2.5,2.4
2025-10-21 08:00:00,220241,MCC08 OUT,11.4,162,2.1,2.2,2.15
2025-10-21 10:00:00,220241,MCC08 OUT,11.4,162,3.1,3.3,3.2
2025-10-21 20:00:00,220241,MCC08 OUT,11.4,162,0.7,0.9,0.8
2025-10-21 04:00:00,220241,MCC08 OUT,11.4,162,1.8,2.0,1.9
2025-10-21 01:00:00,220241,MCC08 OUT,11.4,162,0.9,0.9,0.9
2025-10-22 21:00:00,220241,MCC08 OUT,11.4,162,0.3,0.3,0.3
2025-10-22 15:00:00,220241,MCC08 OUT,11.4,162,0.2,0.3,0.25
2025-10-22 22:00:00,220241,MCC08 OUT,11.4,162,0.3,0.3,0.3
2025-10-22 03:00:00,220241,MCC08 OUT,11.4,162,0.0,0.1,0.05
2025-10-23 03:00:00,220241,MCC08 OUT,11.4,162,0.1,0.1,0.1
2025-10-23 08:00:00,220241,MCC08 OUT,11.4,162,1.1,1.2,1.15
2025-10-23 13:00:00,220241,MCC08 OUT,11.4,162,3.6,3.8,3.7
2025-10-23 16:00:00,220241,MCC08 OUT,11.4,162,2.4,2.5,2.45
2025-10-23 04:00:00,220241,MCC08 OUT,11.4,162,0.0,0.1,0.05
2025-10-23 00:00:00,220241,MCC08 OUT,11.4,162,0.1,0.2,0.15
2025-10-23 11:00:00,220241,MCC08 OUT,11.4,162,2.3,2.6,2.45
2025-10-23 17:00:00,220241,MCC08 OUT,11.4,162,2.5,2.7,2.6
2025-10-23 19:00:00,220241,MCC08 OUT,11.4,162,1.7,1.8,1.75
2025-10-26 03:00:00,220241,MCC08 OUT,11.4,162,15.7,17.2,16.45
2025-10-26 20:00:00,220241,MCC08 OUT,11.4,162,6.7,7.1,6.9
2025-10-26 05:00:00,220241,MCC08 OUT,11.4,162,17.6,18.7,18.15
2025-10-27 14:00:00,220241,MCC08 OUT,11.4,162,2.6,2.6,2.6
2025-10-27 23:00:00,220241,MCC08 OUT,11.4,162,2.6,2.8,2.7
2025-10-27 05:00:00,220241,MCC08 OUT,11.4,162,9.5,9.6,9.55
2025-10-27 16:00:00,220241,MCC08 OUT,11.4,162,1.7,1.9,1.8
2025-10-27 13:00:00,220241,MCC08 OUT,11.4,162,4.6,4.6,4.6
2025-10-27 03:00:00,220241,MCC08 OUT,11.4,162,6.1,6.7,6.4
2025-10-27 10:00:00,220241,MCC08 OUT,11.4,162,8.0,8.1,8.05
2025-10-27 00:00:00,220241,MCC08 OUT,11.4,162,4.9,5.4,5.15
2025-10-25 21:00:00,220241,MCC08 OUT,11.4,162,8.2,9.1,8.65
2025-10-25 14:00:00,220241,MCC08 OUT,11.4,162,12.1,12.7,12.4
2025-10-25 08:00:00,220241,MCC08 OUT,11.4,162,5.9,6.1,6.0
2025-10-24 04:00:00,220241,MCC08 OUT,11.4,162,5.0,5.0,5.0
2025-10-24 14:00:00,220241,MCC08 OUT,11.4,162,8.3,8.4,8.35
2025-10-24 20:00:00,220241,MCC08 OUT,11.4,162,1.9,2.1,2.0
2025-10-24 16:00:00,220241,MCC08 OUT,11.4,162,2.0,2.1,2.05
2025-10-24 02:00:00,220241,MCC08 OUT,11.4,162,3.7,3.9,3.8
2025-10-24 19:00:00,220241,MCC08 OUT,11.4,162,1.9,2.2,2.05
2025-10-24 06:00:00,220241,MCC08 OUT,11.4,162,3.7,3.8,3.75
2025-10-20 06:00:00,220241,MCC08 OUT,11.4,162,1.8,1.9,1.85
2025-10-20 22:00:00,220241,MCC08 OUT,11.4,162,0.2,0.3,0.25
2025-10-20 18:00:00,220241,MCC08 OUT,11.4,162,0.0,0.0,0.0
2025-10-20 16:00:00,220241,MCC08 OUT,11.4,162,0.2,0.3,0.25
2025-10-20 23:00:00,220241,MCC08 OUT,11.4,162,0.4,0.5,0.45
2025-10-28 04:00:00,220241,MCC08 OUT,11.4,162,6.2,6.5,6.35
2025-10-28 09:00:00,220241,MCC08 OUT,11.4,162,10.1,10.1,10.1
2025-10-28 17:00:00,220241,MCC08 OUT,11.4,162,4.8,5.1,4.95
2025-10-28 21:00:00,220241,MCC08 OUT,11.4,162,4.7,5.0,4.85
2025-10-28 01:00:00,220241,MCC08 OUT,11.4,162,2.1,2.3,2.2
2025-10-16 06:00:00,220241,MCC08 OUT,11.4,162,6.9,7.2,7.05
2025-10-16 12:00:00,220241,MCC08 OUT,11.4,162,4.5,4.8,4.65
2025-10-16 10:00:00,220241,MCC08 OUT,11.4,162,5.1,5.6,5.35
2025-10-16 19:00:00,220241,MCC08 OUT,11.4,162,0.8,1.0,0.9
2025-10-16 02:00:00,220241,MCC08 OUT,11.4,162,7.3,7.4,7.35
2025-10-16 23:00:00,220241,MCC08 OUT,11.4,162,1.5,1.7,1.6
2025-10-16 09:00:00,220241,MCC08 OUT,11.4,162,4.9,5.0,4.95
2025-10-17 17:00:00,220241,MCC08 OUT,11.4,162,1.2,1.3,1.25
2025-10-17 05:00:00,220241,MCC08 OUT,11.4,162,0.6,0.7,0.65
2025-10-17 06:00:00,220241,MCC08 OUT,11.4,162,0.9,0.9,0.9
2025-10-17 20:00:00,220241,MCC08 OUT,11.4,162,1.2,1.5,1.35
2025-10-17 19:00:00,220241,MCC08 OUT,11.4,162,1.2,1.4,1.3
2025-10-17 10:00:00,220241,MCC08 OUT,11.4,162,2.2,2.2,2.2
2025-10-15 02:00:00,220241,MCC08 OUT,11.4,162,0.0,0.1,0.05
2025-10-15 13:00:00,220241,MCC08 OUT,11.4,162,3.3,3.3,3.3
2025-10-15 07:00:00,220241,MCC08 OUT,11.4,162,0.3,0.3,0.3
2025-10-18 03:00:00,220241,MCC08 OUT,11.4,162,1.6,1.9,1.75
2025-10-18 11:00:00,220241,MCC08 OUT,11.4,162,13.3,14.1,13.7
2025-10-18 18:00:00,220241,MCC08 OUT,11.4,162,19.4,20.8,20.1
2025-10-18 02:00:00,220241,MCC08 OUT,11.4,162,1.7,2.0,1.85
2025-10-19 08:00:00,220241,MCC08 OUT,11.4,162,4.9,5.2,5.05
2025-10-19 02:00:00,220241,MCC08 OUT,11.4,162,12.2,12.9,12.55
2025-10-19 00:00:00,220241,MCC08 OUT,11.4,162,9.8,10.5,10.15
2025-10-19 21:00:00,220241,MCC08 OUT,11.4,162,1.2,1.3,1.25
2025-10-19 23:00:00,220241,MCC08 OUT,11.4,162,1.0,1.1,1.05
2025-10-19 12:00:00,220241,MCC08 OUT,11.4,162,3.5,3.9,3.7
2025-10-19 17:00:00,220241,MCC08 OUT,11.4,162,3.6,3.9,3.75
2025-10-21 09:00:00,220241,MCC08 OUT,11.4,162,3.3,3.5,3.4
2025-10-21 18:00:00,220241,MCC08 OUT,11.4,162,0.6,0.7,0.65
2025-10-21 19:00:00,220241,MCC08 OUT,11.4,162,0.3,0.4,0.35
2025-10-21 21:00:00,220241,MCC08 OUT,11.4,162,0.8,0.8,0.8
2025-10-21 16:00:00,220241,MCC08 OUT,11.4,162,0.9,0.9,0.9
2025-10-21 13:00:00,220241,MCC08 OUT,11.4,162,2.4,2.6,2.5
2025-10-22 08:00:00,220241,MCC08 OUT,11.4,162,0.0,0.0,0.0
2025-10-22 20:00:00,220241,MCC08 OUT,11.4,162,0.3,0.4,0.35
2025-10-22 04:00:00,220241,MCC08 OUT,11.4,162,0.0,0.1,0.05
2025-10-22 16:00:00,220241,MCC08 OUT,11.4,162,0.1,0.2,0.15
2025-10-22 17:00:00,220241,MCC08 OUT,11.4,162,0.2,0.2,0.2
2025-10-22 19:00:00,220241,MCC08 OUT,11.4,162,0.2,0.3,0.25
2025-10-23 20:00:00,220241,MCC08 OUT,11.4,162,0.9,0.9,0.9
2025-10-23 05:00:00,220241,MCC08 OUT,11.4,162,0.1,0.1,0.1
2025-10-23 06:00:00,220241,MCC08 OUT,11.4,162,0.2,0.3,0.25
2025-10-23 01:00:00,220241,MCC08 OUT,11.4,162,0.0,0.1,0.05
2025-10-26 14:00:00,220241,MCC08 OUT,11.4,162,8.8,9.7,9.25
2025-10-26 08:00:00,220241,MCC08 OUT,11.4,162,20.2,21.3,20.75
2025-10-26 07:00:00,220241,MCC08 OUT,11.4,162,21.4,22.3,21.85
2025-10-26 17:00:00,220241,MCC08 OUT,11.4,162,6.9,7.2,7.05
2025-10-26 10:00:00,220241,MCC08 OUT,11.4,162,17.9,18.7,18.3
2025-10-26 16:00:00,220241,MCC08 OUT,11.4,162,8.0,8.6,8.3
2025-10-26 18:00:00,220241,MCC08 OUT,11.4,162,6.4,6.8,6.6
2025-10-27 19:00:00,220241,MCC08 OUT,11.4,162,4.4,4.8,4.6
2025-10-27 02:00:00,220241,MCC08 OUT,11.4,162,11.4,11.9,11.65
2025-10-27 11:00:00,220241,MCC08 OUT,11.4,162,5.4,5.7,5.55
2025-10-27 20:00:00,220241,MCC08 OUT,11.4,162,7.6,8.0,7.8
2025-10-27 18:00:00,220241,MCC08 OUT,11.4,162,2.9,3.1,3.0
2025-10-25 01:00:00,220241,MCC08 OUT,11.4,162,26.0,26.1,26.05
2025-10-25 13:00:00,220241,MCC08 OUT,11.4,162,10.3,10.5,10.4
2025-10-25 12:00:00,220241,MCC08 OUT,11.4,162,7.4,7.6,7.5
2025-10-25 10:00:00,220241,MCC08 OUT,11.4,162,6.7,6.9,6.8
2025-10-25 16:00:00,220241,MCC08 OUT,11.4,162,16.1,16.9,16.5
2025-10-25 19:00:00,220241,MCC08 OUT,11.4,162,7.9,8.5,8.2
2025-10-25 02:00:00,220241,MCC08 OUT,11.4,162,14.5,14.9,14.7
2025-10-25 17:00:00,220241,MCC08 OUT,11.4,162,11.6,12.6,12.1
2025-10-24 15:00:00,220241,MCC08 OUT,11.4,162,4.7,4.7,4.7
2025-10-24 11:00:00,220241,MCC08 OUT,11.4,162,6.6,6.7,6.65
2025-10-24 13:00:00,220241,MCC08 OUT,11.4,162,8.0,8.2,8.1
2025-10-24 05:00:00,220241,MCC08 OUT,11.4,162,3.4,3.7,3.55
2025-10-24 03:00:00,220241,MCC08 OUT,11.4,162,4.6,4.7,4.65
2025-10-24 07:00:00,220241,MCC08 OUT,11.4,162,6.9,6.4,6.65
2025-10-24 00:00:00,220241,MCC08 OUT,11.4,162,1.4,1.5,1.45
2025-10-20 10:00:00,220241,MCC08 OUT,11.4,162,1.8,1.9,1.85
2025-10-20 03:00:00,220241,MCC08 OUT,11.4,162,0.9,1.1,1.0
2025-10-20 09:00:00,220241,MCC08 OUT,11.4,162,2.3,2.4,2.35
2025-10-20 04:00:00,220241,MCC08 OUT,11.4,162,1.1,1.2,1.15
2025-10-20 00:00:00,220241,MCC08 OUT,11.4,162,1.2,1.4,1.3
2025-10-20 05:00:00,220241,MCC08 OUT,11.4,162,1.0,1.2,1.1
2025-10-28 08:00:00,220241,MCC08 OUT,11.4,162,8.1,8.5,8.3
2025-10-28 05:00:00,220241,MCC08 OUT,11.4,162,6.9,7.1,7.0
2025-10-28 19:00:00,220241,MCC08 OUT,11.4,162,5.3,5.9,5.6
2025-10-28 16:00:00,220241,MCC08 OUT,11.4,162,5.9,6.3,6.1
2025-10-28 22:00:00,220241,MCC08 OUT,11.4,162,4.5,4.8,4.65
2025-10-28 02:00:00,220241,MCC08 OUT,11.4,162,4.3,4.3,4.3
2025-10-28 07:00:00,220241,MCC08 OUT,11.4,162,9.8,10.3,10.05
2025-10-16 16:00:00,220241,MCC08 OUT,11.4,162,0.9,1.2,1.05
2025-10-17 07:00:00,220241,MCC08 OUT,11.4,162,1.0,1.0,1.0
2025-10-17 00:00:00,220241,MCC08 OUT,11.4,162,3.7,4.0,3.85
2025-10-17 01:00:00,220241,MCC08 OUT,11.4,162,2.9,3.2,3.05
2025-10-17 12:00:00,220241,MCC08 OUT,11.4,162,3.5,3.9,3.7
2025-10-15 00:00:00,220241,MCC08 OUT,11.4,162,0.7,0.8,0.75
2025-10-15 10:00:00,220241,MCC08 OUT,11.4,162,5.8,6.1,5.95
2025-10-15 01:00:00,220241,MCC08 OUT,11.4,162,0.0,0.0,0.0
2025-10-15 04:00:00,220241,MCC08 OUT,11.4,162,0.2,0.2,0.2
2025-10-18 09:00:00,220241,MCC08 OUT,11.4,162,7.9,8.5,8.2
2025-10-18 14:00:00,220241,MCC08 OUT,11.4,162,15.0,16.4,15.7
2025-10-18 22:00:00,220241,MCC08 OUT,11.4,162,30.4,31.6,31.0
2025-10-18 13:00:00,220241,MCC08 OUT,11.4,162,15.0,15.9,15.45
2025-10-18 23:00:00,220241,MCC08 OUT,11.4,162,27.2,28.5,27.85
2025-10-18 17:00:00,220241,MCC08 OUT,11.4,162,19.6,21.1,20.35
2025-10-18 05:00:00,220241,MCC08 OUT,11.4,162,2.1,2.3,2.2
2025-10-18 21:00:00,220241,MCC08 OUT,11.4,162,27.0,28.4,27.7
2025-10-18 06:00:00,220241,MCC08 OUT,11.4,162,3.6,4.0,3.8
2025-10-18 15:00:00,220241,MCC08 OUT,11.4,162,17.5,19.1,18.3
2025-10-18 01:00:00,220241,MCC08 OUT,11.4,162,2.0,2.1,2.05
2025-10-18 16:00:00,220241,MCC08 OUT,11.4,162,19.7,21.4,20.55
2025-10-18 04:00:00,220241,MCC08 OUT,11.4,162,1.9,2.0,1.95
2025-10-19 18:00:00,220241,MCC08 OUT,11.4,162,3.4,3.8,3.6
2025-10-19 14:00:00,220241,MCC08 OUT,11.4,162,4.3,4.9,4.6
2025-10-19 20:00:00,220241,MCC08 OUT,11.4,162,1.4,1.5,1.45
2025-10-19 07:00:00,220241,MCC08 OUT,11.4,162,5.5,5.9,5.7
2025-10-19 13:00:00,220241,MCC08 OUT,11.4,162,3.5,3.8,3.65
2025-10-19 22:00:00,220241,MCC08 OUT,11.4,162,1.0,1.0,1.0
2025-10-19 03:00:00,220241,MCC08 OUT,11.4,162,5.4,5.8,5.6
2025-10-19 11:00:00,220241,MCC08 OUT,11.4,162,4.5,5.1,4.8
2025-10-19 19:00:00,220241,MCC08 OUT,11.4,162,2.5,2.7,2.6
2025-10-21 22:00:00,220241,MCC08 OUT,11.4,162,1.3,1.5,1.4
2025-10-21 14:00:00,220241,MCC08 OUT,11.4,162,1.8,2.0,1.9
2025-10-21 23:00:00,220241,MCC08 OUT,11.4,162,1.7,1.8,1.75
2025-10-21 05:00:00,220241,MCC08 OUT,11.4,162,3.4,3.8,3.6
2025-10-21 03:00:00,220241,MCC08 OUT,11.4,162,1.0,1.0,1.0
2025-10-21 11:00:00,220241,MCC08 OUT,11.4,162,3.1,3.1,3.1
2025-10-22 05:00:00,220241,MCC08 OUT,11.4,162,0.0,0.0,0.0
2025-10-22 23:00:00,220241,MCC08 OUT,11.4,162,0.0,0.1,0.05
2025-10-22 12:00:00,220241,MCC08 OUT,11.4,162,0.2,0.3,0.25
2025-10-22 07:00:00,220241,MCC08 OUT,11.4,162,0.0,0.0,0.0
2025-10-22 02:00:00,220241,MCC08 OUT,11.4,162,0.1,0.1,0.1
2025-10-22 11:00:00,220241,MCC08 OUT,11.4,162,0.1,0.1,0.1
2025-10-23 14:00:00,220241,MCC08 OUT,11.4,162,3.9,4.1,4.0
2025-10-23 09:00:00,220241,MCC08 OUT,11.4,162,2.0,2.1,2.05
2025-10-23 07:00:00,220241,MCC08 OUT,11.4,162,0.6,0.7,0.65
2025-10-23 23:00:00,220241,MCC08 OUT,11.4,162,1.3,1.4,1.35
2025-10-26 12:00:00,220241,MCC08 OUT,11.4,162,15.1,15.8,15.45
2025-10-26 22:00:00,220241,MCC08 OUT,11.4,162,4.6,5.2,4.9
2025-10-26 19:00:00,220241,MCC08 OUT,11.4,162,5.9,6.3,6.1
2025-10-26 01:00:00,220241,MCC08 OUT,11.4,162,14.5,15.6,15.05
2025-10-26 21:00:00,220241,MCC08 OUT,11.4,162,5.8,6.2,6.0
2025-10-26 00:00:00,220241,MCC08 OUT,11.4,162,13.8,15.1,14.45
2025-10-27 17:00:00,220241,MCC08 OUT,11.4,162,2.5,2.5,2.5
2025-10-27 12:00:00,220241,MCC08 OUT,11.4,162,6.3,6.1,6.2
2025-10-27 09:00:00,220241,MCC08 OUT,11.4,162,13.0,13.6,13.3
2025-10-27 08:00:00,220241,MCC08 OUT,11.4,162,13.4,13.7,13.55
2025-10-27 01:00:00,220241,MCC08 OUT,11.4,162,6.4,6.9,6.65
2025-10-25 20:00:00,220241,MCC08 OUT,11.4,162,7.6,8.5,8.05
2025-10-25 00:00:00,220241,MCC08 OUT,11.4,162,19.7,21.0,20.35
2025-10-25 15:00:00,220241,MCC08 OUT,11.4,162,14.0,14.6,14.3
2025-10-25 23:00:00,220241,MCC08 OUT,11.4,162,10.7,11.5,11.1
2025-10-25 07:00:00,220241,MCC08 OUT,11.4,162,6.1,6.1,6.1
2025-10-25 04:00:00,220241,MCC08 OUT,11.4,162,12.1,12.3,12.2
2025-10-24 18:00:00,220241,MCC08 OUT,11.4,162,1.9,2.2,2.05
2025-10-24 12:00:00,220241,MCC08 OUT,11.4,162,6.4,6.5,6.45
2025-10-20 20:00:00,220241,MCC08 OUT,11.4,162,0.1,0.1,0.1
2025-10-20 08:00:00,220241,MCC08 OUT,11.4,162,3.2,3.2,3.2
2025-10-20 12:00:00,220241,MCC08 OUT,11.4,162,3.2,3.5,3.35
2025-10-28 18:00:00,220241,MCC08 OUT,11.4,162,5.2,5.9,5.55
2025-10-28 00:00:00,220241,MCC08 OUT,11.4,162,2.7,2.8,2.75
2025-10-28 20:00:00,220241,MCC08 OUT,11.4,162,5.0,5.4,5.2
2025-10-28 10:00:00,220241,MCC08 OUT,11.4,162,6.2,6.5,6.35
2025-10-28 11:00:00,220241,MCC08 OUT,11.4,162,5.2,5.4,5.3
2025-10-28 13:00:00,220241,MCC08 OUT,11.4,162,6.6,7.0,6.8
2025-10-28 03:00:00,220241,MCC08 OUT,11.4,162,5.6,5.8,5.7
2025-10-28 23:00:00,220241,MCC08 OUT,11.4,162,5.8,6.3,6.05
2025-10-28 06:00:00,220241,MCC08 OUT,11.4,162,9.9,9.9,9.9
2025-10-28 14:00:00,220241,MCC08 OUT,11.4,162,6.8,7.1,6.95
2025-10-16 15:00:00,220241,MCC08 OUT,11.4,162,1.3,1.5,1.4
2025-10-16 08:00:00,220241,MCC08 OUT,11.4,162,2.2,2.2,2.2
2025-10-16 05:00:00,220241,MCC08 OUT,11.4,162,3.5,3.8,3.65
2025-10-16 11:00:00,220241,MCC08 OUT,11.4,162,3.8,4.1,3.95
2025-10-16 01:00:00,220241,MCC08 OUT,11.4,162,9.4,9.8,9.6
2025-10-16 14:00:00,220241,MCC08 OUT,11.4,162,2.3,2.6,2.45
2025-10-16 18:00:00,220241,MCC08 OUT,11.4,162,0.9,1.0,0.95
2025-10-16 22:00:00,220241,MCC08 OUT,11.4,162,1.3,1.5,1.4
2025-10-16 07:00:00,220241,MCC08 OUT,11.4,162,5.6,6.0,5.8
2025-10-16 21:00:00,220241,MCC08 OUT,11.4,162,1.3,1.6,1.45
2025-10-17 04:00:00,220241,MCC08 OUT,11.4,162,0.9,1.0,0.95
2025-10-17 22:00:00,220241,MCC08 OUT,11.4,162,1.3,1.4,1.35
2025-10-17 15:00:00,220241,MCC08 OUT,11.4,162,1.3,1.5,1.4
2025-10-17 16:00:00,220241,MCC08 OUT,11.4,162,1.1,1.3,1.2
2025-10-17 11:00:00,220241,MCC08 OUT,11.4,162,3.5,3.8,3.65
2025-10-17 14:00:00,220241,MCC08 OUT,11.4,162,1.7,1.8,1.75
2025-10-15 15:00:00,220241,MCC08 OUT,11.4,162,5.0,5.3,5.15
2025-10-15 20:00:00,220241,MCC08 OUT,11.4,162,17.8,18.4,18.1
2025-10-15 22:00:00,220241,MCC08 OUT,11.4,162,10.7,11.1,10.9
2025-10-15 05:00:00,220241,MCC08 OUT,11.4,162,0.1,0.1,0.1
2025-10-15 03:00:00,220241,MCC08 OUT,11.4,162,0.1,0.2,0.15
2025-10-15 09:00:00,220241,MCC08 OUT,11.4,162,3.1,3.4,3.25
2025-10-15 12:00:00,220241,MCC08 OUT,11.4,162,5.3,5.3,5.3
2025-10-18 08:00:00,220241,MCC08 OUT,11.4,162,7.4,7.7,7.55
2025-10-18 07:00:00,220241,MCC08 OUT,11.4,162,6.2,6.9,6.55
2025-10-18 20:00:00,220241,MCC08 OUT,11.4,162,24.0,25.3,24.65
2025-10-18 12:00:00,220241,MCC08 OUT,11.4,162,14.2,14.8,14.5
2025-10-18 10:00:00,220241,MCC08 OUT,11.4,162,11.0,11.8,11.4
2025-10-19 10:00:00,220241,MCC08 OUT,11.4,162,2.9,3.0,2.95
2025-10-19 01:00:00,220241,MCC08 OUT,11.4,162,12.8,13.1,12.95
2025-10-19 05:00:00,220241,MCC08 OUT,11.4,162,6.5,6.9,6.7
2025-10-19 04:00:00,220241,MCC08 OUT,11.4,162,6.0,6.5,6.25
2025-10-21 02:00:00,220241,MCC08 OUT,11.4,162,0.7,0.8,0.75
2025-10-21 12:00:00,220241,MCC08 OUT,11.4,162,3.0,3.0,3.0
2025-10-21 07:00:00,220241,MCC08 OUT,11.4,162,1.6,1.8,1.7
2025-10-21 15:00:00,220241,MCC08 OUT,11.4,162,1.3,1.4,1.35
2025-10-21 17:00:00,220241,MCC08 OUT,11.4,162,0.6,0.8,0.7
2025-10-22 13:00:00,220241,MCC08 OUT,11.4,162,0.5,0.6,0.55
2025-10-22 09:00:00,220241,MCC08 OUT,11.4,162,0.1,0.1,0.1
2025-10-22 10:00:00,220241,MCC08 OUT,11.4,162,0.1,0.1,0.1
2025-10-22 00:00:00,220241,MCC08 OUT,11.4,162,0.6,0.7,0.65
2025-10-22 01:00:00,220241,MCC08 OUT,11.4,162,0.1,0.1,0.1
2025-10-22 18:00:00,220241,MCC08 OUT,11.4,162,0.3,0.4,0.35
2025-10-22 14:00:00,220241,MCC08 OUT,11.4,162,0.6,0.8,0.7
2025-10-22 06:00:00,220241,MCC08 OUT,11.4,162,0.1,0.1,0.1
2025-10-23 12:00:00,220241,MCC08 OUT,11.4,162,3.5,3.7,3.6
2025-10-23 18:00:00,220241,MCC08 OUT,11.4,162,2.4,2.5,2.45
2025-10-23 10:00:00,220241,MCC08 OUT,11.4,162,1.8,2.0,1.9
2025-10-23 02:00:00,220241,MCC08 OUT,11.4,162,0.1,0.1,0.1
2025-10-23 15:00:00,220241,MCC08 OUT,11.4,162,2.9,3.2,3.05
2025-10-23 22:00:00,220241,MCC08 OUT,11.4,162,0.5,0.5,0.5
2025-10-23 21:00:00,220241,MCC08 OUT,11.4,162,0.5,0.6,0.55
2025-10-26 23:00:00,220241,MCC08 OUT,11.4,162,5.2,5.7,5.45
2025-10-26 09:00:00,220241,MCC08 OUT,11.4,162,20.0,20.8,20.4
2025-10-26 04:00:00,220241,MCC08 OUT,11.4,162,15.8,17.2,16.5
2025-10-26 13:00:00,220241,MCC08 OUT,11.4,162,13.9,14.6,14.25
2025-10-26 02:00:00,220241,MCC08 OUT,11.4,162,14.2,15.6,14.9
2025-10-26 11:00:00,220241,MCC08 OUT,11.4,162,14.9,15.4,15.15
2025-10-26 15:00:00,220241,MCC08 OUT,11.4,162,8.9,9.6,9.25
2025-10-26 06:00:00,220241,MCC08 OUT,11.4,162,20.0,20.8,20.4
2025-10-27 21:00:00,220241,MCC08 OUT,11.4,162,4.6,4.8,4.7
2025-10-27 22:00:00,220241,MCC08 OUT,11.4,162,2.4,2.6,2.5
2025-10-27 15:00:00,220241,MCC08 OUT,11.4,162,2.8,3.0,2.9
2025-10-27 06:00:00,220241,MCC08 OUT,11.4,162,10.2,10.2,10.2
2025-10-27 04:00:00,220241,MCC08 OUT,11.4,162,6.9,7.4,7.15
2025-10-27 07:00:00,220241,MCC08 OUT,11.4,162,19.2,19.9,19.55
2025-10-25 09:00:00,220241,MCC08 OUT,11.4,162,6.5,6.7,6.6
2025-10-25 03:00:00,220241,MCC08 OUT,11.4,162,10.7,11.0,10.85
2025-10-25 22:00:00,220241,MCC08 OUT,11.4,162,8.2,9.1,8.65
2025-10-25 11:00:00,220241,MCC08 OUT,11.4,162,6.4,6.7,6.55
2025-10-25 18:00:00,220241,MCC08 OUT,11.4,162,9.9,10.8,10.35
2025-10-25 05:00:00,220241,MCC08 OUT,11.4,162,13.1,13.5,13.3
2025-10-25 06:00:00,220241,MCC08 OUT,11.4,162,10.4,10.3,10.35
2025-10-24 21:00:00,220241,MCC08 OUT,11.4,162,3.6,3.8,3.7
2025-10-24 10:00:00,220241,MCC08 OUT,11.4,162,7.2,7.3,7.25
2025-10-24 08:00:00,220241,MCC08 OUT,11.4,162,8.1,8.4,8.25
2025-10-24 22:00:00,220241,MCC08 OUT,11.4,162,5.6,6.1,5.85
2025-10-24 17:00:00,220241,MCC08 OUT,11.4,162,3.1,3.5,3.3
2025-10-24 01:00:00,220241,MCC08 OUT,11.4,162,2.3,2.5,2.4
2025-10-24 23:00:00,220241,MCC08 OUT,11.4,162,14.1,14.5,14.3
2025-10-24 09:00:00,220241,MCC08 OUT,11.4,162,8.8,8.9,8.85
2025-10-20 21:00:00,220241,MCC08 OUT,11.4,162,0.1,0.1,0.1
2025-10-20 02:00:00,220241,MCC08 OUT,11.4,162,1.1,1.2,1.15
2025-10-20 07:00:00,220241,MCC08 OUT,11.4,162,2.1,2.4,2.25
2025-10-20 15:00:00,220241,MCC08 OUT,11.4,162,0.4,0.5,0.45
2025-10-20 11:00:00,220241,MCC08 OUT,11.4,162,2.3,2.6,2.45
